feat_name,omics,imp
hsa-miR-132,2,117.78506559377152
cg20793071,1,116.92853779685905
hsa-miR-934,2,116.33274642514732
ENSG00000182851.2,0,116.26291137618949
ENSG00000256193.1,0,115.86968667211713
cg00754253,1,113.87050299312102
ENSG00000125878.4,0,113.79576358891444
ENSG00000125534.4,0,112.99367646070435
ENSG00000143157.7,0,112.32369306510395
cg01182697,1,111.53915889897783
ENSG00000170759.10,0,111.20755647208628
ENSG00000183773.10,0,111.00957280248028
cg11469778,1,110.65259606092779
cg15984661,1,110.36017019356557
cg15775914,1,110.34380506476722
ENSG00000228058.1,0,109.50363583683406
cg22680204,1,107.31050328369672
ENSG00000235823.1,0,107.2827897834108
cg24362726,1,107.25538051303423
ENSG00000157833.7,0,106.63292343535389
hsa-miR-31,2,104.91918124131834
ENSG00000136541.10,0,104.66078676185691
cg18676053,1,103.39785697756732
ENSG00000198883.7,0,102.48937366784227
ENSG00000178796.8,0,101.3808008744299
ENSG00000160285.9,0,101.19580639561889
cg20483374,1,100.83202923596583
cg02085507,1,100.54583947868903
ENSG00000170276.4,0,100.2659501458079
ENSG00000051128.13,0,99.44486139916191
ENSG00000166912.12,0,99.18575072502324
hsa-miR-320a,2,98.52446092830982
ENSG00000119950.15,0,97.76996618369654
ENSG00000253210.1,0,97.70646574314108
ENSG00000267488.1,0,97.46787238843959
ENSG00000197704.7,0,97.43293431019013
cg16869108,1,96.36055358499428
cg25771195,1,95.57678435417463
cg18220560,1,93.80329359126554
ENSG00000203565.2,0,93.37902744493172
hsa-miR-362-3p,2,92.91921068551052
hsa-miR-146b-5p,2,92.45520777619451
hsa-miR-577,2,92.4373791661719
hsa-miR-664,2,91.25537902053807
ENSG00000183569.13,0,91.00809022613578
hsa-miR-548a-5p,2,90.99177038907196
cg07654934,1,90.87809515586174
cg10157098,1,89.94848665545342
cg17560332,1,89.87042373760993
cg03894103,1,89.2889634622548
ENSG00000164889.8,0,89.24399071084983
hsa-miR-374a,2,88.35953469225983
hsa-miR-379,2,87.42920300103447
ENSG00000254239.1,0,86.89966456852505
ENSG00000180777.9,0,86.67152860456906
cg00174500,1,86.08254124269854
ENSG00000011426.6,0,86.00990052297706
ENSG00000166863.7,0,85.90721695901914
ENSG00000143409.11,0,85.32139087830504
cg18149207,1,84.63455033514913
hsa-miR-522,2,84.42973601567158
hsa-miR-377,2,84.25089407993431
hsa-miR-603,2,82.95550319630809
hsa-miR-199b-5p,2,82.89822157820186
cg19832721,1,82.44143322623555
cg05697249,1,81.43120795256603
cg24910675,1,80.83326710814967
hsa-miR-127-3p,2,80.77494872540734
cg16361890,1,80.6809202111607
ENSG00000128271.12,0,79.28773373054022
cg15083233,1,78.81196527034163
cg13044136,1,78.64369271181992
ENSG00000175287.14,0,78.48684243512798
cg12981137,1,78.28453625709415
ENSG00000072864.8,0,77.46682358934456
hsa-miR-129-5p,2,77.37126862789476
hsa-miR-1206,2,77.22180957113463
hsa-miR-143,2,76.96324308835601
ENSG00000138207.7,0,76.51951357127666
ENSG00000159176.9,0,76.39286566270984
ENSG00000161896.6,0,74.27984692256086
hsa-miR-219-5p,2,72.4769834485944
cg03670238,1,71.8590440113423
cg04983977,1,71.74376895309314
ENSG00000148204.7,0,71.45791660923904
hsa-miR-1248,2,71.34866184492029
cg22585988,1,71.28605309823493
hsa-miR-491-5p,2,70.93248517118835
ENSG00000129250.7,0,70.79313531578794
kshv-miR-K12-4-5p,2,70.3929062764749
cg15013019,1,70.23846772027218
cg15789095,1,70.23523832231689
hsa-miR-125a-5p,2,69.99414383136336
ENSG00000147459.12,0,69.88859853681808
cg18806980,1,69.85763041351643
hsa-miR-142-5p,2,69.83561506087065
hsa-miR-424,2,69.42903323615883
ENSG00000037897.12,0,69.36072817607193
cg15626350,1,69.25665469599285
ENSG00000196415.4,0,68.7722653303168
cg22472290,1,68.66993837615259
ENSG00000088836.7,0,67.0654296015736
hsa-miR-30d,2,66.98369618741717
cg22534509,1,66.38843165523618
ENSG00000266903.1,0,65.86591039446104
ENSG00000064961.14,0,65.86025020676863
cg00095526,1,65.60521151897379
hsa-miR-520e,2,64.72235141073426
ENSG00000164850.10,0,63.687636164420105
cg06849477,1,63.57618520405097
ENSG00000183963.13,0,63.43749838280226
hsa-miR-15b,2,63.22485148612908
cg07412254,1,62.92516495403228
ENSG00000010310.4,0,62.51441508532425
hsa-miR-199a-5p,2,62.282487330924965
hsa-miR-10a,2,62.15389963589022
cg00745735,1,61.904051911219284
ENSG00000105227.9,0,61.401461311760436
ENSG00000188269.3,0,61.188615804898696
cg24525573,1,61.18336946912597
hsa-miR-149,2,61.073682613695055
hsa-miR-301a,2,60.94034921835141
ENSG00000260788.1,0,60.85090149230044
ENSG00000166394.10,0,60.67540243295622
ENSG00000254858.2,0,60.12649188444856
hsa-miR-639,2,59.57017390277333
ENSG00000196187.7,0,58.2388786335978
hsa-miR-25,2,57.25160396089537
cg23579062,1,57.19354234260825
ENSG00000154945.6,0,57.091236296559764
cg12556134,1,57.010380592958846
hsa-let-7f,2,56.689540384469495
cg01869233,1,56.45101343161647
hsa-miR-92a,2,55.92150396199025
hsa-miR-30e,2,55.76719993449417
hsa-miR-451,2,55.75202631790264
cg02595219,1,55.69378255786699
ENSG00000165175.11,0,55.62462233749601
hsa-miR-192,2,55.137298324659525
cg06736444,1,55.04083492460681
hsa-miR-219-2-3p,2,55.02340883187022
hsa-miR-361-5p,2,54.7468812172514
hsa-miR-660,2,54.07365739408176
ENSG00000111961.12,0,54.06728205564657
ENSG00000114541.10,0,54.020971888256625
ENSG00000147488.7,0,53.89546005591738
cg07992625,1,53.87724964631446
hsa-miR-2114,2,53.63900139910953
ENSG00000240907.1,0,53.35841105028698
cg06946880,1,53.27115490714671
cg21671476,1,53.04953693747218
ENSG00000172935.8,0,52.81633047102887
hsa-miR-216a,2,52.76504716673451
hsa-miR-563,2,52.62256035235075
ENSG00000174607.6,0,52.571836653233106
cg15127733,1,52.539555989328804
cg25947945,1,52.519602285421186
ENSG00000186188.5,0,52.10201597184787
hsa-miR-125b,2,51.972262008075276
cg18182399,1,51.6960311760035
hsa-miR-340,2,51.52722380954893
ENSG00000260001.1,0,51.316722060174904
hsa-miR-452,2,51.06458505059211
ENSG00000197256.6,0,50.79801875058132
hsa-miR-509-3p,2,50.59852898585222
hsa-miR-485-3p,2,50.440144828592736
cg20692569,1,50.28571010372991
ENSG00000251372.1,0,49.8040716834522
cg13236107,1,49.60578523991106
hsa-miR-370,2,49.37618006072844
hsa-miR-146a,2,49.06309221260421
cg17886959,1,47.93892556642283
hsa-miR-148b,2,47.68818849761011
cg21301148,1,47.632412257529566
hsa-miR-296-5p,2,47.62978728701168
hsa-miR-95,2,47.416021073330114
hsa-miR-152,2,47.28600978827902
ENSG00000105655.11,0,47.25071122536649
ENSG00000132688.10,0,47.21793285521079
cg09705062,1,47.20412198132142
ENSG00000153048.6,0,46.7851856877499
ENSG00000080573.6,0,46.593351358044366
hsa-miR-891b,2,46.31611694858508
ENSG00000233487.6,0,46.240522819219976
hsa-miR-337-3p,2,46.20513127484822
hsa-miR-1308,2,46.149442981732555
hsa-miR-99b,2,46.02080078349029
hsa-miR-29b,2,45.913238417468634
cg19601035,1,45.8863651702295
ENSG00000164050.8,0,45.75737125721997
cg22905097,1,44.9601206236802
hsa-miR-376c,2,44.481301967737565
cg14600885,1,44.41668076465339
ENSG00000021300.7,0,44.18445794551167
cg06637893,1,44.08524865046637
hsa-miR-873,2,44.08325020013739
ENSG00000244239.1,0,43.736081890900124
ENSG00000257499.1,0,43.39042964837545
cg02489552,1,43.240825512910575
ENSG00000143772.5,0,43.218555139766465
ENSG00000065361.8,0,43.08094696628193
hsa-miR-1283,2,43.03002339507873
ENSG00000152689.13,0,42.65556605330756
ENSG00000204366.3,0,42.6362017836271
cg07546360,1,42.24366376553226
hsa-miR-106b,2,41.5955338064784
hsa-miR-194,2,41.14098110350361
hsa-miR-590-5p,2,41.13249080664705
hsa-miR-448,2,41.02740700722438
ENSG00000188783.5,0,40.889352077251864
ENSG00000016602.8,0,40.82148882279242
hsa-miR-487b,2,40.65828852914966
cg17253459,1,40.6420966095169
hsa-miR-29c,2,40.51117947446112
ENSG00000135678.6,0,40.37720064746415
hsa-miR-133b,2,40.01424584849334
cg09152089,1,39.926784899454894
cg08578641,1,39.89236990717724
hsa-miR-361-3p,2,39.86562071702482
hsa-miR-140-3p,2,39.61652755970204
ENSG00000126803.8,0,39.592446211377876
hsa-miR-24,2,39.56565103509278
kshv-miR-K12-9,2,39.1769955251035
ENSG00000124126.9,0,38.8125855279533
cg19423311,1,38.674727047022394
hsa-miR-551b,2,38.62192199011927
ebv-miR-BART8,2,38.60510335692642
hsa-miR-224,2,38.593922041292174
ENSG00000183111.7,0,38.348082189201165
hsv1-miR-H3,2,38.11342548435277
ENSG00000101265.10,0,38.002981514241
hsa-miR-190b,2,37.83948897395057
cg24901042,1,37.74066088048378
cg17826679,1,37.6546931602155
hsa-miR-330-3p,2,37.63573053750786
hsa-miR-504,2,37.434336845162704
cg27243140,1,37.287926097387114
cg25681177,1,36.97448504854874
cg09382492,1,36.912293542159034
hsa-miR-23b,2,36.85518470657216
cg23571857,1,36.74041126743672
hsa-miR-129-3p,2,36.625727525195124
hsa-miR-27a,2,36.493998287297025
ENSG00000106333.8,0,36.12238293146734
cg27146152,1,36.07619334194852
ENSG00000235423.3,0,35.9637952071995
cg18119407,1,35.8286222430997
ENSG00000142173.10,0,35.591242190812665
cg05973262,1,35.590698958399344
cg10978355,1,35.424313616031355
ENSG00000144057.11,0,35.36443092460699
cg18636641,1,35.269730886522055
cg00597076,1,35.20590056007426
ENSG00000196154.7,0,34.9388628990736
ENSG00000197892.8,0,34.810449396916574
hsa-miR-106a_hsa-miR-17,2,34.647128021973586
cg04488758,1,34.55702292640053
hsa-miR-381,2,34.53154681674406
ENSG00000100906.6,0,34.530611089394306
cg05382123,1,34.52305662353521
cg13547644,1,34.43003033251786
ENSG00000177807.5,0,34.25446781830877
cg05261299,1,34.11852179680773
ENSG00000261195.1,0,34.102758397097
hsa-miR-767-5p,2,33.717211589584366
ENSG00000198830.6,0,33.564123365458464
hsa-miR-450b-5p,2,33.56286408613012
cg11504740,1,33.49936149992503
ENSG00000166387.7,0,33.43373775347893
cg06220958,1,33.414447343521104
cg12924262,1,33.173170339568586
mcv-miR-M1-5p,2,33.168006788739945
hsa-miR-518e,2,33.13383768998932
cg22442730,1,32.99745198260551
cg20870559,1,32.63996278765799
hsa-miR-128,2,32.6362372616251
cg10468702,1,32.47005791975606
hsa-miR-98,2,32.17416170386516
cg19138960,1,32.0997965228214
cg25414165,1,32.027473345965475
hsa-miR-126,2,31.93409332143009
ENSG00000140931.15,0,31.632923764145904
hsa-miR-16,2,31.557430711518375
ENSG00000103089.4,0,31.481265718005226
hsa-miR-744,2,31.42141244796892
hsa-let-7g,2,30.88985692317463
ENSG00000158865.8,0,30.633798183308624
hsa-miR-99a,2,30.583805456453007
cg14837165,1,30.54876488837348
ENSG00000158715.5,0,30.378463542128188
hsa-miR-496,2,30.375917129445362
cg19358493,1,30.229314939406727
hsa-miR-769-3p,2,30.153748536407708
ENSG00000132832.4,0,30.130821301253594
hsa-miR-186,2,30.077440537315205
ENSG00000168209.3,0,29.88255097940882
ENSG00000166682.6,0,29.723400362607855
ENSG00000150760.8,0,29.711305355301686
ENSG00000092820.13,0,29.613512320057332
hsa-miR-525-5p,2,29.584527635287984
ENSG00000235478.1,0,29.55715559091081
cg23674882,1,29.256121128439094
hsa-let-7i,2,29.222214542592816
hsa-miR-324-5p,2,28.916800350108595
hsa-miR-544,2,28.860870925874615
cg05512756,1,28.74437419893816
hsa-miR-130b,2,28.735805613043496
cg16604516,1,28.661446228689293
hsa-miR-34b,2,28.159029257972044
cg19264571,1,28.018680702388195
hsa-miR-1266,2,27.671930577765472
hsa-miR-346,2,27.441938863374247
ENSG00000154864.7,0,27.261624442178167
hsa-miR-206,2,27.171346307780997
ENSG00000139629.10,0,27.038867116543262
ENSG00000256235.1,0,26.8588545740333
hsa-miR-26a,2,26.71967995098705
cg10942056,1,26.715971650105953
cg05164634,1,26.661769830464173
hsa-miR-595,2,26.607118918529626
hsa-miR-574-3p,2,26.19026050788851
cg23713520,1,26.074542060082194
cg16990174,1,26.007037129252872
cg20028470,1,25.953122920800322
cg03453449,1,25.903679114976754
ENSG00000057704.6,0,25.897113575399523
cg06933965,1,25.896111641193542
hsa-miR-1275,2,25.894154546155825
hsa-miR-29a,2,25.861106716072555
cg03389133,1,25.51321258733099
ENSG00000188549.8,0,25.308948780779406
hsa-miR-185,2,25.197551108782726
cg11052143,1,25.17749808601004
hsa-miR-221,2,24.917443991585287
cg27120999,1,24.874830396626237
hsa-miR-155,2,24.630731795552485
cg00727590,1,24.518357890269968
hsa-miR-495,2,24.30212582404181
cg14792480,1,24.180692265570556
hsa-miR-1260,2,24.055076487927217
ENSG00000111328.2,0,23.9228956346081
ENSG00000126822.11,0,23.903290412751453
cg06258834,1,23.719544728546115
ENSG00000176105.9,0,23.598382117004203
cg08775230,1,23.361841717842545
hsa-miR-153,2,23.352257674201283
hsa-miR-497,2,23.22673495397385
cg22224704,1,23.159261568839227
ENSG00000086159.8,0,23.08985909126018
ENSG00000088881.14,0,23.074682592452888
cg25946389,1,22.956963769011086
ENSG00000196517.7,0,22.93810394710532
hsa-miR-181b_hsa-miR-181d,2,22.662879168123887
cg24322623,1,22.635527697332815
cg08727202,1,22.493532223947543
cg02932167,1,22.29985327226567
hsa-miR-145,2,22.207947162571486
cg14072120,1,22.071747980043142
cg19368582,1,21.97356295929067
hsa-miR-151-3p,2,21.80366971164378
hsa-miR-598,2,21.720460591989287
cg02293044,1,21.68928883811383
hsa-miR-433,2,21.68667308907084
hsa-miR-488,2,21.63520319794292
hsa-miR-656,2,21.626875028293988
hsa-miR-1,2,21.61339688812305
cg04527918,1,21.38704338366786
hsa-miR-200a,2,21.19692697395241
hsa-miR-9,2,21.19454110551009
ENSG00000100139.9,0,21.124178058728393
hsa-miR-135b,2,20.85479912910799
ENSG00000140682.14,0,20.5637174641506
cg16541031,1,20.532231917722644
hsa-let-7b,2,20.450339864930633
cg00777121,1,20.10374764238625
cg15780361,1,20.009503690099418
cg01169778,1,19.973405622784934
cg07730301,1,19.903116057053616
ENSG00000230387.1,0,19.86240042261138
hsa-miR-138,2,19.84142096615102
cg15517609,1,19.800728774758845
hsa-miR-197,2,19.77160689661015
hsa-miR-582-5p,2,19.741939769685104
hsa-miR-10b,2,19.251833923538378
hsa-miR-485-5p,2,19.229669509901303
ENSG00000115758.8,0,19.119314999237247
ENSG00000006831.9,0,18.995657732535378
hsa-miR-769-5p,2,18.98560843634558
ENSG00000184481.11,0,18.72869955707339
cg05668853,1,18.657401279922503
hsa-miR-516a-3p,2,18.565596664050666
cg21663431,1,18.555701679536817
cg03258472,1,18.526051494086502
hsa-miR-2117,2,18.522229914953204
hsv1-miR-H8,2,18.506512250936865
cg26143719,1,18.225572108960897
cg05807444,1,18.18504961056906
ENSG00000145832.8,0,18.17402433970523
ENSG00000248455.1,0,18.160600784038316
cg15537850,1,17.92484569285491
hsa-miR-378,2,17.71710679622034
cg12799265,1,17.61692894747271
ebv-miR-BART6-5p,2,17.506206318946038
ENSG00000182902.8,0,17.437049488759616
cg13288195,1,17.389012971475502
hsa-miR-548a-3p,2,17.203526395319123
cg24178740,1,17.171076347724323
ENSG00000113721.8,0,16.949889121656557
hsa-miR-196a,2,16.8941081222445
hsa-miR-142-3p,2,16.73692938496487
ENSG00000125733.11,0,16.284786010945275
ENSG00000178752.11,0,16.24529539945705
ENSG00000177469.12,0,16.138458227524822
hsa-miR-375,2,16.045449513586107
cg25277950,1,16.038915996009507
cg17692403,1,15.861595799086722
cg17233506,1,15.789027383324306
cg06690548,1,15.24009395855912
hsa-miR-376a,2,15.135397247384086
cg21838334,1,15.017288403307294
cg22282672,1,14.86280039601362
hsa-miR-410,2,14.531870131569956
hsa-miR-299-5p,2,14.34725001769721
hsa-miR-193b,2,13.728310535978473
cg09656934,1,13.72366473640443
cg00840516,1,13.645267534295002
hsa-miR-188-5p,2,13.397855106989365
hsa-miR-432,2,13.02160846485101
ENSG00000120729.5,0,12.799310672949105
cg07197059,1,12.755486561097529
hsa-miR-484,2,12.685059044135947
hsa-miR-431,2,12.484450258896262
hsa-miR-362-5p,2,12.38295851097606
cg10923408,1,12.030689451539422
cg18001427,1,11.895289728831827
cg00830029,1,11.40716922635503
ENSG00000091513.10,0,11.25678036806126
hsa-miR-1246,2,11.11585244829476
cg02654291,1,10.864876377800915
cg14851685,1,10.85876286857539
cg24101578,1,10.784022736968637
cg19884658,1,10.728342104057532
hsa-miR-30b,2,10.612911651950041
hsa-miR-203,2,10.54837573806131
ENSG00000034063.8,0,10.435015829569405
hsa-miR-1299,2,9.102336988110405
ENSG00000165406.9,0,9.092075122452112
ENSG00000166535.15,0,8.935357697882228
hsa-miR-107,2,8.916025743846445
cg14613972,1,8.809518649008965
cg24877842,1,8.618925871061965
ENSG00000146966.8,0,8.306764282213798
ENSG00000180891.8,0,8.298395628383744
kshv-miR-K12-2,2,8.170152042057467
cg03972838,1,8.13948104777522
hsa-miR-490-5p,2,7.570393703993884
hsa-miR-1297,2,7.467598697177502
hsa-miR-1912,2,7.104581361758644
ENSG00000126878.8,0,6.352422823391191
hsa-miR-500_hsa-miR-501-5p,2,5.937684065231853
cg19125606,1,5.920632921228419
ENSG00000070214.10,0,5.723071308353921
hsa-miR-369-3p,2,5.3954091403286775
cg21062347,1,5.101930961148085
ENSG00000186635.10,0,4.980498553010838
cg11136562,1,4.838456000868518
ENSG00000111087.5,0,4.616086513564198
cg24670715,1,4.423814751054866
hsa-miR-195,2,3.94232157781982
ENSG00000136451.4,0,3.405116776679984
hsa-miR-885-5p,2,3.289878802223246
cg20300246,1,3.208062940182387
cg13795840,1,2.8691304003402474
cg17071957,1,2.6905340115960676
hsa-miR-1180,2,2.476284990576394
hsa-miR-374b,2,2.092817772762179
cg16708981,1,1.7745460002786873
hsa-miR-208a,2,1.718745022673084
hsa-miR-455-3p,2,1.638815823777385
hsa-miR-100,2,1.0699754850301169
hsa-miR-19b,2,0.6098810988058645
hsa-miR-151-5p,2,0.6082589030958161
hsa-miR-139-5p,2,-0.19406076131514016
hsa-miR-770-5p,2,-0.8278005212619899
hsa-miR-539,2,-1.027922664645243
ENSG00000119403.9,0,-1.6845519701185419
hsa-miR-335,2,-2.3879578533446244
hsa-let-7e,2,-2.8213340528421504
hsa-miR-187,2,-3.122719493855297
cg20217872,1,-3.936974937338511
cg12120741,1,-4.235252488341712
cg23616741,1,-5.137965142883161
hsa-miR-122,2,-7.1040480669123385
ENSG00000165959.5,0,-7.192163911186533
ENSG00000154493.12,0,-7.596333094572107
hsa-miR-15a,2,-7.891618295301496
ENSG00000100600.10,0,-7.927433961599406
ENSG00000165458.8,0,-8.897124688384794
ebv-miR-BART9,2,-9.671093333688052
cg03400060,1,-22.839584932204946
