feat_name,omics,imp
cg12556134,1,32.04035550671007
cg05232889,1,32.030589707863676
ENSG00000064961.14,0,31.98116239225406
ENSG00000021300.7,0,31.81988378227649
cg12981137,1,31.784162652212466
ENSG00000126822.11,0,31.55319890524222
cg02085507,1,31.523579401938505
hsa-miR-2117,2,31.275192609633564
hsa-miR-381,2,31.13206628149876
hsa-miR-525-5p,2,31.05734868601249
ENSG00000091513.10,0,31.008633666336905
cg06933965,1,30.76825670942245
ENSG00000175287.14,0,30.634976385333413
hsa-miR-1266,2,30.564023114044094
kshv-miR-K12-4-5p,2,30.486837807869893
ENSG00000176105.9,0,30.194204800301037
ENSG00000244239.1,0,30.16501449001183
ebv-miR-BART8,2,30.047764421864855
cg16708981,1,29.930426426122846
cg02489552,1,29.898015537629632
ENSG00000135414.5,0,29.81363129513106
ENSG00000186188.5,0,29.76118058071617
ENSG00000183111.7,0,29.707034769585917
ENSG00000166535.15,0,29.658701309920055
mcv-miR-M1-5p,2,29.54391985093703
ENSG00000136541.10,0,29.486878852719546
hsa-miR-335,2,29.42686159978063
ENSG00000183569.13,0,29.367032454152884
cg05668853,1,29.202454296114077
cg14792480,1,29.18465500419054
hsa-miR-133b,2,29.12454056640226
cg19601035,1,29.025832900676242
hsa-miR-495,2,28.98054486430217
hsa-miR-1912,2,28.778992303833295
cg03972838,1,28.508077662844755
cg13288195,1,28.411367308011283
ENSG00000111961.12,0,28.34494464189052
hsa-miR-410,2,28.258932374811028
ENSG00000070214.10,0,28.096119612044255
ENSG00000188783.5,0,28.085586755142256
hsa-miR-451,2,27.992724091053756
ENSG00000158715.5,0,27.992481727969242
hsa-miR-598,2,27.8500620415403
hsa-miR-656,2,27.267048324995468
ENSG00000157978.6,0,27.194529427908897
hsa-miR-29b,2,27.14120568152898
cg16990174,1,27.028601750193282
cg09152089,1,26.935814840679594
cg15127733,1,26.704652986280532
ENSG00000178796.8,0,26.687822696037486
ENSG00000157833.7,0,26.53995520752046
cg19125606,1,26.531252533516536
hsa-miR-496,2,26.404299366692086
cg22905097,1,26.390236087227414
hsa-miR-485-5p,2,26.25658660652355
cg02932167,1,26.21622966734418
cg00597076,1,25.871976691512245
hsa-miR-369-3p,2,25.817149242500626
cg15013019,1,25.803161820787857
ENSG00000198883.7,0,25.791742069010247
hsa-miR-1180,2,25.7146704595965
cg00745735,1,25.55626698117093
cg08775230,1,25.401713008610983
cg19264571,1,25.390434599498768
cg22585988,1,25.202093269131588
ENSG00000105227.9,0,24.976841322048028
cg27243140,1,24.75116918125242
cg19368582,1,24.71727878493466
hsa-miR-431,2,24.66794048747607
cg12924262,1,24.59955053187013
ENSG00000111328.2,0,24.40876172030029
cg18059933,1,24.3249827915772
cg19138960,1,24.30608912562471
ENSG00000118515.7,0,24.266680831749873
ENSG00000120729.5,0,24.233525766890843
cg15517609,1,24.194182667979437
hsa-miR-197,2,23.89102525755313
hsa-let-7f,2,23.80354840592136
cg19832721,1,23.716540000971186
cg17071957,1,23.64493975660473
cg02595219,1,23.609273156964107
hsa-miR-378,2,23.596464215434395
ENSG00000164050.8,0,23.551690704046013
ENSG00000235478.1,0,23.269329534020077
hsa-miR-193b,2,23.18579616172043
hsa-miR-497,2,23.13308114374848
cg15537850,1,23.122645822915324
ENSG00000188549.8,0,22.960743968958774
cg24101578,1,22.75317337766627
ENSG00000129250.7,0,22.660821981622135
cg05697249,1,22.596715250808487
ENSG00000154864.7,0,22.560761951726093
ENSG00000166682.6,0,22.558708482355108
cg20217872,1,22.5551166227725
cg27120999,1,22.54331405341099
cg21062347,1,22.534299772182777
hsa-miR-151-5p,2,22.4174887963418
cg17692403,1,22.388295816527016
ENSG00000235423.3,0,22.366280874106703
ENSG00000108784.5,0,22.238175196341302
cg11504740,1,22.080652641995545
cg22442730,1,22.04726437861966
cg07730301,1,22.014371006671162
cg05973262,1,22.012135791187394
cg03453449,1,21.749632763666927
ENSG00000117115.8,0,21.660156543418086
hsa-miR-203,2,21.483744147021365
cg24910675,1,21.076209237554842
cg22282672,1,21.038051857587426
hsa-miR-590-5p,2,21.037593275776455
cg06220958,1,20.95348552549634
hsa-miR-195,2,20.946198672024362
cg00777121,1,20.937538497477437
cg05807444,1,20.892071909582132
hsv1-miR-H8,2,20.65260680601202
hsa-miR-346,2,20.53480819675908
hsa-miR-1,2,20.346870110285266
hsa-miR-138,2,20.27347022707666
cg26984805,1,20.167254921335843
ENSG00000101265.10,0,20.104450545946783
ENSG00000042062.7,0,20.101579241542076
cg14072120,1,20.091523149244605
hsa-miR-770-5p,2,20.060441068655877
cg12120741,1,20.012916057512097
cg23571857,1,19.966292303120902
cg07992625,1,19.958246894525388
cg21671476,1,19.808171948462228
hsa-miR-582-5p,2,19.64555955175613
cg14837165,1,19.629331986433062
hsa-miR-188-5p,2,19.522773083110657
cg23616741,1,19.444819056083553
cg22534509,1,19.426569388940095
cg20300246,1,19.359922491061976
hsa-miR-196a,2,19.310898173356584
ENSG00000088881.14,0,19.28514905562202
cg20028470,1,19.28084160785355
cg24322623,1,19.2585695644097
hsa-miR-29c,2,19.038623567836588
cg24901042,1,19.012703505934958
ENSG00000080573.6,0,18.89710625957455
ENSG00000139629.10,0,18.77541352834899
hsa-let-7b,2,18.66423562660373
cg19884658,1,18.455668613765
hsa-miR-208a,2,18.379868143283275
hsa-miR-488,2,18.358916727655195
ENSG00000016602.8,0,18.35829150959367
hsa-miR-324-5p,2,18.255290349889265
cg08727202,1,18.247241008146986
ebv-miR-BART9,2,18.237517161384332
cg00840516,1,18.23238906015432
hsa-miR-509-3p,2,18.07733314336115
hsa-miR-484,2,18.035737564950583
hsa-miR-376c,2,17.784143593970448
hsa-miR-1299,2,17.732417517470324
ENSG00000114541.10,0,17.672569940203854
hsa-miR-500_hsa-miR-501-5p,2,17.553959230637673
ENSG00000100600.10,0,17.348558406643512
ENSG00000165406.9,0,17.32761739232471
hsa-miR-337-3p,2,17.27760640222673
cg25277950,1,17.058280421782033
cg21838334,1,17.024503375319977
ENSG00000132832.4,0,16.8603353941567
hsa-miR-516a-3p,2,16.838771562599963
hsa-miR-190b,2,16.741430596180074
cg11469778,1,16.692388269561185
ENSG00000228058.1,0,16.68028438544362
cg10468702,1,16.43278402934394
ENSG00000171476.16,0,16.408117484670548
ENSG00000165912.11,0,16.239464201856933
ENSG00000153048.6,0,16.12164976088748
cg25681177,1,16.088004817573285
hsa-miR-155,2,16.07321137228288
hsa-miR-30e,2,16.06775949263679
cg05164634,1,16.00885635577418
hsa-miR-361-3p,2,15.975990013437968
hsa-miR-455-3p,2,15.961292340343224
ENSG00000267488.1,0,15.86747845458818
cg07197059,1,15.742719584506169
ENSG00000092820.13,0,15.692956634766396
cg03670238,1,15.612126778718928
hsa-miR-23b,2,15.51237594950563
ENSG00000148204.7,0,15.462748106594159
hsa-miR-27a,2,15.417275594609325
hsa-miR-544,2,15.400650745336586
ENSG00000121966.6,0,15.195524015059613
hsa-miR-370,2,15.112183242996235
cg24525573,1,15.067792206506802
ENSG00000165959.5,0,14.92378692483185
ENSG00000006831.9,0,14.915043984445276
hsa-miR-26a,2,14.781529504030043
hsa-miR-9,2,14.645488267315177
ENSG00000144057.11,0,14.565671183504092
ENSG00000119403.9,0,14.429071028813834
ENSG00000103089.4,0,14.326922384047247
hsa-miR-19b,2,14.31497529648762
cg24877842,1,14.026066540188609
ENSG00000188269.3,0,13.961976665970411
cg19423311,1,13.874303509963571
hsa-miR-891b,2,13.8364843619023
cg04488758,1,13.827912096454531
hsa-miR-1206,2,13.764843584379172
hsv1-miR-H3,2,13.758294577830155
ENSG00000152689.13,0,13.520098422118565
cg00830029,1,13.484568304103895
cg03389133,1,13.46089734604956
cg10923408,1,13.457418982836922
hsa-miR-153,2,13.432714748152708
cg18182399,1,13.423111961094158
cg08578641,1,13.416198106213994
ENSG00000134802.12,0,13.203526325560922
cg22680204,1,13.179402212298053
ENSG00000154945.6,0,13.152516592063336
hsa-let-7e,2,13.149544419017323
ENSG00000158865.8,0,13.094423183570125
ENSG00000227544.2,0,12.906229151507297
hsa-miR-107,2,12.846227489328088
ENSG00000257499.1,0,12.816328275150601
hsa-miR-769-3p,2,12.78140380469923
hsa-miR-487b,2,12.754108883197478
cg24670715,1,12.709313162729519
hsa-miR-574-3p,2,12.702754620611634
hsa-miR-374b,2,12.505950089046092
cg26143719,1,12.462826459932131
cg05382123,1,12.437240764401981
hsa-miR-10a,2,12.370062164600725
ENSG00000147488.7,0,12.276717188167673
cg25946389,1,12.258094681379529
ENSG00000164850.10,0,12.24410216195919
cg06258834,1,12.19553055452025
hsa-miR-769-5p,2,12.091664097205811
hsa-miR-362-5p,2,11.967300848251327
hsa-miR-142-3p,2,11.873559835952552
cg14851685,1,11.855553475149506
cg14600885,1,11.732800530449738
ENSG00000186635.10,0,11.67273358082881
cg25414165,1,11.626968669795357
ebv-miR-BART6-5p,2,11.485428078159533
ENSG00000146966.8,0,11.468917288452873
ENSG00000203565.2,0,11.423145268889389
hsa-miR-375,2,11.394484845599395
ENSG00000140931.15,0,11.39291095294077
ENSG00000196517.7,0,11.213369270494145
ENSG00000086159.8,0,10.869200478652008
cg07654934,1,10.864101683637251
ENSG00000034063.8,0,10.855572455026996
hsa-miR-187,2,10.854657120825873
ENSG00000196415.4,0,10.835145311884187
hsa-miR-151-3p,2,10.81620360527722
hsa-miR-522,2,10.809370158317467
ENSG00000150760.8,0,10.699578886764204
cg23579062,1,10.673389028220836
ENSG00000124126.9,0,10.63195456458641
hsa-miR-518e,2,10.256835806250741
cg02654291,1,10.167321139790818
hsa-miR-128,2,10.102819686791033
hsa-miR-1260,2,10.084215989705058
hsa-miR-1297,2,10.003440444936684
ENSG00000204366.3,0,9.986159056066125
hsa-miR-16,2,9.9771503571632
hsa-miR-181b_hsa-miR-181d,2,9.948666619039637
hsa-miR-490-5p,2,9.94733164391317
hsa-miR-30b,2,9.768882034879645
ENSG00000180891.8,0,9.58590488607105
hsa-miR-551b,2,9.503412881049545
hsa-miR-194,2,9.4851583835863
ENSG00000177807.5,0,9.189643645464907
ENSG00000088836.7,0,9.149828706457065
hsa-miR-10b,2,8.788295254791834
cg22224704,1,8.69393778324914
ENSG00000172935.8,0,8.54192372696474
ENSG00000057704.6,0,8.465335686293951
ENSG00000100139.9,0,8.06608315358619
ENSG00000147459.12,0,7.949938014756586
ENSG00000166912.12,0,7.8652131434643335
cg00095526,1,7.779267079433239
hsa-miR-330-3p,2,7.77732588013571
ENSG00000136451.4,0,7.67432850781995
cg20870559,1,7.603486258759884
cg05512756,1,7.577089150988581
cg21663431,1,7.422890851122066
ENSG00000256235.1,0,7.183071248301309
hsa-miR-433,2,6.744587012622993
ENSG00000166394.10,0,6.721963728370262
hsa-miR-15a,2,6.66545233349547
ENSG00000260788.1,0,6.487505893446466
hsa-miR-122,2,6.447048744740291
ENSG00000251372.1,0,6.232020229125923
ENSG00000128271.12,0,5.99955639808476
hsa-miR-299-5p,2,5.914771945498365
cg14613972,1,5.5919466001614015
cg11052143,1,5.46522706569299
cg12799265,1,4.897039875453979
hsa-miR-106b,2,4.891383546657191
ENSG00000184481.11,0,4.789902984652739
hsa-miR-186,2,4.759996800268351
ENSG00000177469.12,0,4.552144367162025
ENSG00000113721.8,0,4.133997306474058
hsa-miR-15b,2,4.125582276654249
ENSG00000065361.8,0,3.805403026361298
hsa-miR-200a,2,3.7885150151183655
ENSG00000140682.14,0,3.746832539577216
ENSG00000166387.7,0,2.5633750279005385
ENSG00000230387.1,0,2.5616540559949774
cg23713520,1,2.489060111441055
ENSG00000197892.8,0,1.7324506330827383
ENSG00000260001.1,0,1.543672091363013
ENSG00000261195.1,0,1.0662604722010416
ENSG00000178752.11,0,0.5117403267579812
ENSG00000135678.6,0,-0.6536575987695858
cg04527918,1,-1.5926778286052379
cg17826679,1,-3.763262666257594
ENSG00000111087.5,0,-9.814390325522936
